id,recipeName,totalTimeInSeconds,course,cuisine,ingredients,link
854,Fettuccine With Chicken Italian Meat,1800,Main Dishes,Italian,"Pasta,Tomato,Meat,Cooking Oil,Onion,Garlic,Parmesan Cheese,Basil,Salt,Pepper",https://www.google.com/search?q=Fettuccine+With+Chicken+Italian+Meat+site:yummly.com
855,Italian Meat and Tortellini Soup,4800,Soups,Italian,"Meat,Onion,Garlic,Beef stock,Water,Red Wine,Tomato,Carrot,Oregano,Tomato,Pasta,Basil,Parsley,Salt,Pepper,Parmesan Cheese",https://www.google.com/search?q=Italian+Meat+and+Tortellini+Soup+site:yummly.com
856,Weeknight Bolognese,3300,Main Dishes,Italian,"Cooking Oil,Beef,Garlic,Oregano,Pepper,Red Wine,Tomato,Tomato,Pepper,Salt,Pasta,Nutmeg,Basil,Cream,Parmesan Cheese",https://www.google.com/search?q=Weeknight+Bolognese+site:yummly.com
857,Cheesy Bruschetta Bites,900,Appetizers,Italian,"Bread,Basil,Cheddar Cheese,Cashew nut,Cooking oil,Tomato,Garlic,Mozzarella Cheese,Salt,Pepper,Parmesan Cheese",https://www.google.com/search?q=Cheesy+Bruschetta+Bites+site:yummly.com
858,Chicken Panini with Pesto and Mozzarella,2100,Lunch and Snacks,Italian,"Basil,Cheddar Cheese,Cashew nut,Cooking oil,Bread,Mozzarella Cheese,Sweet Pepper,Meat,Arugula,Butter",https://www.google.com/search?q=Chicken+Panini+with+Pesto+and+Mozzarella+site:yummly.com
859,Italian Bread Machine Bread,10500,Breads,Italian,"Sugar,Rosemary,Yeast,Salt,Water,Cooking Oil,Flour",https://www.google.com/search?q=Italian+Bread+Machine+Bread+site:yummly.com
860,Homemade Cheese Ravioli,4800,Main Dishes,Italian,"Egg,Egg,Flour,Salt,Ricotta Cheese,Parmesan Cheese,Pepper,Tomato",https://www.google.com/search?q=Homemade+Cheese+Ravioli+site:yummly.com
861,Italian Baked Chicken,4500,Main Dishes,Italian,"Chicken,Cooking Oil,Salt,Garlic,Pepper,Bread",https://www.google.com/search?q=Italian+Baked+Chicken+site:yummly.com
862,Pepperoni Pizza Casserole,2700,Main Dishes,Italian,"Pasta,Meat,Tomato,Olive,Meat,Ricotta Cheese,Mozzarella Cheese,Cheese,Oregano",https://www.google.com/search?q=Pepperoni+Pizza+Casserole+site:yummly.com
863,GARLIC PARMESAN RISOTTO,3300,Side Dishes,Italian,"Onion,Garlic,Cooking Oil,Butter,Chicken Stock,White Wine,Rice,Parmesan Cheese,Parsley",https://www.google.com/search?q=GARLIC+PARMESAN+RISOTTO+site:yummly.com
864,Italian Bean and Pasta Soup,4800,Soups,Italian,"Cranberry,Water,Cooking Oil,Onion,Salt,Carrot,Celery,Garlic,Parsley,Rosemary,Pepper,Cheese,Pasta",https://www.google.com/search?q=Italian+Bean+and+Pasta+Soup+site:yummly.com
865,SuperFrico Grilled Cheese Sandwich,1800,Lunch and Snacks,Italian,"Butter,Bread,Cheese,Tomato,Cheese",https://www.google.com/search?q=SuperFrico+Grilled+Cheese+Sandwich+site:yummly.com
866,Spaghetti alla Carbonara,900,Main Dishes,Italian,"Pasta,Egg,Ham,Cheese,Cheese,Pepper,Salt",https://www.google.com/search?q=Spaghetti+alla+Carbonara+site:yummly.com
867,Italian Bolognese Sauce,5100,Main Dishes,Italian,"Celery,Carrot,Bacon,Onion,Cooking Oil,Beef,Garlic,Butter,White Wine,Tomato,Pork,Beef,Sage,Oregano,Salt,Pepper,Milk,Pasta,Chili,Nutmeg",https://www.google.com/search?q=Italian+Bolognese+Sauce+site:yummly.com
868,Ricotta Gnocchi,2400,Main Dishes,Italian,"Ricotta Cheese,Parmesan Cheese,Flour,Egg,Flour",https://www.google.com/search?q=Ricotta+Gnocchi+site:yummly.com
869,Frittata di Spaghetti,2400,Main Dishes,Italian,"Cooking Oil,Pasta,Egg,Milk,Parmesan Cheese,Pepper,Salt",https://www.google.com/search?q=Frittata+di+Spaghetti+site:yummly.com
870,Baked Spaghetti Frittata With Broccoli Rabe And Smoked Mozzarella,3900,Main Dishes,Italian,"Salt,Broccoli,Pasta,Egg,Cheese,Pepper,Mozzarella Cheese",https://www.google.com/search?q=Baked+Spaghetti+Frittata+With+Broccoli+Rabe+And+Smoked+Mozzarella+site:yummly.com
871,Chicken Piccata,1500,Main Dishes,Italian,"Chicken,Flour,Cooking Oil,Scallion,Lemon,Chicken Stock,Honey,Butter,Parsley,Capers,Lemon",https://www.google.com/search?q=Chicken+Piccata+site:yummly.com
872,Skillet Tortellini with Meat and Pesto,1500,Main Dishes,Italian,"Pasta,Meat,Onion,Garlic,Basil,Cheddar Cheese,Cashew nut,Cooking oil,Parmesan Cheese,Nuts",https://www.google.com/search?q=Skillet+Tortellini+with+Meat+and+Pesto+site:yummly.com
873,Pasta Puttanesca,2400,Main Dishes,Italian,"Cooking Oil,Onion,Garlic,Anchovy,Tomato,Chili,Tomato,Oregano,Capers,Olive,Parsley,Pasta,Salt",https://www.google.com/search?q=Pasta+Puttanesca+site:yummly.com
874,Slow Cooker Italian Pulled Pork,29700,Main Dishes,Italian,"Pork,Salt,Pepper,Cooking Oil,Garlic,Onion,Tomato,Tomato,Wine,Basil,Parsley,Pepper,Bread,Mozzarella Cheese",https://www.google.com/search?q=Slow+Cooker+Italian+Pulled+Pork+site:yummly.com
875,Italian Beef and Noodle Casserole,3300,Main Dishes,Italian,"Beef,Noodles,Tomato,Cream,Mozzarella Cheese,Onion,Parmesan Cheese,Garlic,Parsley,Garlic,Oregano,Basil,Salt,Pepper",https://www.google.com/search?q=Italian+Beef+and+Noodle+Casserole+site:yummly.com
876,Baked Chicken Parmesan,2700,Main Dishes,Italian,"Chicken,Salt,Tomato,Parmesan Cheese,Basil,Mozzarella Cheese,Pasta",https://www.google.com/search?q=Baked+Chicken+Parmesan+site:yummly.com
877,The Ultimate Italian Panini,780,Lunch and Snacks,Italian,"Bread,Sweet Pepper,Basil,Cheddar Cheese,Cashew nut,Cooking oil,Mozzarella Cheese,Artichoke,Onion,Cooking Oil",https://www.google.com/search?q=The+Ultimate+Italian+Panini+site:yummly.com
878,Spicy Italian Stuffed Zucchini Boats,3300,Side Dishes,Italian,"Green zucchini,Garlic,Tomato,Mushroom,Basil,Oregano,Pepper,Cooking Oil,Parmesan Cheese,Basil",https://www.google.com/search?q=Spicy+Italian+Stuffed+Zucchini+Boats+site:yummly.com
879,Spicy Meat Panini,1800,Lunch and Snacks,Italian,"Meat,Bread,Tomato,Oregano,Chili,Sweet Pepper,Cheese",https://www.google.com/search?q=Spicy+Meat+Panini+site:yummly.com
880,Light Italian Meatballs,3300,Main Dishes,Italian,"Beef,Egg,Garlic,Onion,Oregano,Basil,Parsley,Bread,Parmesan Cheese,Salt,Pepper,Tomato",https://www.google.com/search?q=Light+Italian+Meatballs+site:yummly.com
881,Peach and Prosciutto Bruschetta,600,Appetizers,Italian,"Bread,Goat Cheese,Ham,peaches,Cooking Oil,Salt",https://www.google.com/search?q=Peach+and+Prosciutto+Bruschetta+site:yummly.com
882,Japanese Potato Salad,1500,Salads,Japanese,"Cucumber,Salt,Carrot,Potato,Water,Corn,Mayonnaise,Pepper",https://www.google.com/search?q=Japanese+Potato+Salad+site:yummly.com
883,Miso Dressing,1200,Salads,Japanese,"Miso,Vinegar,Pepper,Cooking Oil",https://www.google.com/search?q=Miso+Dressing+site:yummly.com
884,Nourishing Japanese Vegetable Soup,3000,Soups,Japanese,"Water,Mushroom,Onion,Garlic,Carrot,Celery,Sweet Pepper,Kale,Ginger,Soya sauce,Miso",https://www.google.com/search?q=Nourishing+Japanese+Vegetable+Soup+site:yummly.com
886,Mediterranean Quinoa Salad,1800,Salads,Mediterranean,"Quinoa,Salt,Cucumber,Tomato,Olive,Cheese,Onion",https://www.google.com/search?q=Mediterranean+Quinoa+Salad+site:yummly.com
887,Lamb Chops with Winter Greek Salad,2100,Main Dishes,Greek,"Lamb,Pepper,Salt,Mint,Parsley,Garlic,Cooking Oil,Cauliflower,Apple,Onion,Olive,Parsley,Lemon,Cheese",https://www.google.com/search?q=Lamb+Chops+with+Winter+Greek+Salad+site:yummly.com
888,Mediterranean Grilled Chicken Breasts,2100,Main Dishes,Mediterranean,"Chicken,Lemon,Cooking Oil,Parsley,Garlic,Paprika,Oregano,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Grilled+Chicken+Breasts+site:yummly.com
889,Mediterranean Chicken Casserole,11400,Main Dishes,Mediterranean,"Chicken Stock,Garlic,Quinoa,Chicken,Onion,Olive,Cheese,Paprika,Cumin,Cooking Oil,Vinegar,Tomato",https://www.google.com/search?q=Mediterranean+Chicken+Casserole+site:yummly.com
890,Mediterranean Chicken Salad,3300,Salads,Mediterranean,"Chicken,Cooking Oil,Oregano,Lemon,Capers,Tomato,Beans,Cheese,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Chicken+Salad+site:yummly.com
891,Mediterranean Feta Dip,1500,Appetizers,Mediterranean,"Olive,Tomato,Artichoke,Garlic,Salt,Cheese,Cooking Oil",https://www.google.com/search?q=Mediterranean+Feta+Dip+site:yummly.com
892,Greek Chicken Salad,900,Salads,Greek,"Lettuce,Tomato,Cucumber,Onion,Olive,Cheese,Chicken,Cooking Oil",https://www.google.com/search?q=Greek+Chicken+Salad+site:yummly.com
893,Mediterranean Quinoa Salad,1500,Salads,Mediterranean,"Quinoa,Tomato,Cheese,Parsley,Garlic,Cooking Oil,Vinegar,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Quinoa+Salad+site:yummly.com
894,Mediterranean Chicken Kebab Salad,2100,Salads,Mediterranean,"Chicken,Lemon,Oregano,Garlic,Salt,Pepper,Cucumber,Tomato,Sweet Pepper,Onion,Olive,Vinegar,Lemon,Cooking Oil,Dill,Parsley,Salt,Pepper,Lettuce,Cheese,Lemon",https://www.google.com/search?q=Mediterranean+Chicken+Kebab+Salad+site:yummly.com
895,Mediterranean Stuffed Chicken Breasts,3900,Main Dishes,Mediterranean,"Sweet Pepper,Cheese,Olive,Basil,Chicken",https://www.google.com/search?q=Mediterranean+Stuffed+Chicken+Breasts+site:yummly.com
896,Greek Bison Burger,1800,Main Dishes,Greek,"Beef,Cheese,Pepper,Dill,Salt,Bread,Spinach,Onion,Cucumber,Yogurt,Cooking Oil,Lime,Garlic,Pepper,Cheese",https://www.google.com/search?q=Greek+Bison+Burger+site:yummly.com
897,Mediterranean Quinoa Casserole,3900,Main Dishes,Mediterranean,"Quinoa,Lentils,Onion,Garlic,Cooking Oil,Spinach,Tomato,Egg,Yogurt,Cheese,Dill,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Quinoa+Casserole+site:yummly.com
898,Lemon Aioli,900,Condiments and Sauces,Mediterranean,"Mayonnaise,Lemon,Lemon,Mustard,Garlic,Salt,Pepper",https://www.google.com/search?q=Lemon+Aioli+site:yummly.com
899,Mediterranean Potato Salad,900,Salads,Mediterranean,"Potato,Salt,Olive,Cooking Oil,Vinegar,Cheese,Basil",https://www.google.com/search?q=Mediterranean+Potato+Salad+site:yummly.com
900,Mediterranean Couscous Salad,1200,Salads,Mediterranean,"Cooking Oil,Onion,Thyme,Mint,Rosemary,Dill,Lemon,Chicken Stock,Couscous,Salt,Pepper,Nuts,Cheese,Tomato,Cucumber",https://www.google.com/search?q=Mediterranean+Couscous+Salad+site:yummly.com
901,Greek Nachos with Feta,1800,Appetizers,Greek,"Tomato,Onion,Garlic,Cucumber,Salt,Bread,Cheese,Yogurt",https://www.google.com/search?q=Greek+Nachos+with+Feta+site:yummly.com
902,Greek Bison Steak Salad,1800,Salads,Greek,"Beef,Onion,Olive,Cucumber,Tomato,Lettuce,Cheese,Cooking Oil,Vinegar,Thyme,Oregano,Salt,Pepper",https://www.google.com/search?q=Greek+Bison+Steak+Salad+site:yummly.com
903,Greek Quinoa and Avocado Salad,900,Salads,Greek,"Quinoa,Water,Tomato,Spinach,Onion,Lemon,Cooking Oil,Salt,Spinach,Avocado,Cheese",https://www.google.com/search?q=Greek+Quinoa+and+Avocado+Salad+site:yummly.com
904,Mediterranean Style Salmon,4500,Main Dishes,Mediterranean,"Salmon,Garlic,Onion,Turmeric,Paprika,Cumin,Cooking Oil,Basil,Lemon,Tomato,Parsley,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Style+Salmon+site:yummly.com
905,Mediterranean Salmon,1800,Main Dishes,Mediterranean,"Salmon,Garlic,Tomato,Green zucchini,Onion,Lemon,Salt,Cheese,Basil,Olive,Beans,Chickpea,Sweet Pepper,Cooking Oil",https://www.google.com/search?q=Mediterranean+Salmon+site:yummly.com
906,Greek Marinated Grilled Chicken,1500,Main Dishes,Greek,"Cooking Oil,Garlic,Rosemary,Parsley,Thyme,Oregano,Salt,Pepper,Lemon,Lemon,Chicken,Cheese,Olive,Tomato",https://www.google.com/search?q=Greek+Marinated+Grilled+Chicken+site:yummly.com
907,Mediterranean Pizza,1500,Main Dishes,Mediterranean,"Sourdough,Cooking Oil,Salt,Mozzarella Cheese,Chicken,Onion,Tomato,Ham,Artichoke,Olive,Cheese",https://www.google.com/search?q=Mediterranean+Pizza+site:yummly.com
908,Rosemary Pork Chops,1500,Main Dishes,Mediterranean,"Garlic,Rosemary,Cooking Oil,Pork",https://www.google.com/search?q=Rosemary+Pork+Chops+site:yummly.com
909,Mediterranean Pasta,1500,Main Dishes,Mediterranean,"Pasta,Cooking Oil,Garlic,Olive,Tomato,Chili,Parmesan Cheese,Cheese",https://www.google.com/search?q=Mediterranean+Pasta+site:yummly.com
910,Greek Chicken Pasta,2100,Main Dishes,Greek,"Pasta,Onion,Cooking Oil,Garlic,Chicken,Artichoke,Tomato,Cheese,Parsley,Lemon,Oregano,Pepper,Salt,Lemon",https://www.google.com/search?q=Greek+Chicken+Pasta+site:yummly.com
911,Mediterranean Stuffed Zucchini,1800,Side Dishes,Mediterranean,"Green zucchini,Cooking Oil,Onion,Salt,Pepper,Butternut squash,Cheese,Tomato,Parsley",https://www.google.com/search?q=Mediterranean+Stuffed+Zucchini+site:yummly.com
912,Greek Chicken Pita,600,Lunch and Snacks,Greek,"Bread,Chicken,Tomato,Cucumber,Onion,Oregano,Lemon,Lettuce,Cheese",https://www.google.com/search?q=Greek+Chicken+Pita+site:yummly.com
913,Greek Style Zucchini Salad,1500,Salads,Greek,"Green zucchini,Mint,Dill,Onion,Cheese,Lemon,Cooking Oil,Garlic,Salt,Pepper",https://www.google.com/search?q=Greek+Style+Zucchini+Salad+site:yummly.com
914,Mediterranean Stuffed Chicken,2100,Main Dishes,Mediterranean,"Cheese,Sweet Pepper,Basil,Parsley,Chicken,Garlic,Salt,Pepper,Cooking Oil,Chicken Stock",https://www.google.com/search?q=Mediterranean+Stuffed+Chicken+site:yummly.com
915,Mediterranean Couscous Salad,1800,Salads,Mediterranean,"Couscous,Cooking Oil,Vinegar,Butter,Turkey,Onion,Mushroom,Tomato,Olive,Cheese,Salt,Pepper,Coriander",https://www.google.com/search?q=Mediterranean+Couscous+Salad+site:yummly.com
916,Tomato Feta Salad and Greek Dressing,600,Salads,Greek,"Cucumber,Tomato,Cheese,Lemon,Cooking Oil,Salt,Pepper,Oregano,Garlic",https://www.google.com/search?q=Tomato+Feta+Salad+and+Greek+Dressing+site:yummly.com
917,Mediterranean Chickpea Salad,1200,Salads,Mediterranean,"Cooking Oil,Lemon,Parsley,Oregano,Salt,Pepper,Chickpea,Tomato,Cucumber,Sweet Pepper,Onion,Olive,Cheese",https://www.google.com/search?q=Mediterranean+Chickpea+Salad+site:yummly.com
918,Greek 7 Layer Dip,600,Appetizers,Greek,"Hummus,Cucumber,Onion,Artichoke,Tomato,Cheese,Olive",https://www.google.com/search?q=Greek+7+Layer+Dip+site:yummly.com
919,Greek Pasta Salad with Cucumber Yogurt Dressing,1200,Salads,Greek,"Cucumber,Yogurt,Mayonnaise,Lemon,Garlic,Dill,Oregano,Salt,Pasta,Broccoli,Tomato,Onion,Olive,Cheese",https://www.google.com/search?q=Greek+Pasta+Salad+with+Cucumber+Yogurt+Dressing+site:yummly.com
920,Lemon Couscous,1500,Side Dishes,Mediterranean,"Couscous,Chicken Broth,Lemon,Lemon,Butter,Parsley,Sweet Pepper",https://www.google.com/search?q=Lemon+Couscous+site:yummly.com
921,Greek Inspired Crockpot Stuffed Chicken Breasts,1500,Main Dishes,Greek,"Chicken,Cooking Oil,Onion,Pepper,Ham,Spinach,Garlic,Oregano,Salt,Pepper,Lemon,Chicken Stock,White Wine,Cheese,Mint,Parsley",https://www.google.com/search?q=Greek+Inspired+Crockpot+Stuffed+Chicken+Breasts+site:yummly.com
922,Greek Salad,600,Salads,Greek,"Cucumber,Tomato,Onion,Cheese,Cooking Oil,Oregano,Lemon,Pepper,Salt",https://www.google.com/search?q=Greek+Salad+site:yummly.com
923,Grilled Halibut Steaks,4500,Main Dishes,Mediterranean,"Fennel,Garlic,Lemon,Salt,Cooking Oil,Fish",https://www.google.com/search?q=Grilled+Halibut+Steaks+site:yummly.com
924,Mediterranean Pasta Salad,780,Salads,Mediterranean,"Pasta,Tomato,Cucumber,Onion,Parsley,Olive,Olive,Cheese,Cooking Oil,Garlic,Vinegar,Lemon,Thyme,Salt",https://www.google.com/search?q=Mediterranean+Pasta+Salad+site:yummly.com
925,Spiced Lamb Kebabs,4800,Main Dishes,Mediterranean,"Yogurt,Cumin,Paprika,Garlic,Lamb",https://www.google.com/search?q=Spiced+Lamb+Kebabs+site:yummly.com
926,Cucumber Mint Yogurt Sauce,600,Condiments and Sauces,Mediterranean,"Yogurt,Cucumber,Mint,Salt,Pepper",https://www.google.com/search?q=Cucumber+Mint+Yogurt+Sauce+site:yummly.com
927,Mediterranean Tomato Topping,600,Condiments and Sauces,Mediterranean,"Tomato,Basil,Garlic,Cooking Oil,Vinegar,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Tomato+Topping+site:yummly.com
928,Mediterranean Chickpea Salad,1800,Salads,Mediterranean,"Cooking Oil,Vinegar,Lemon,Garlic,Oregano,Salt,Pepper,Chickpea,Cucumber,Tomato,Onion,Cheese,Sweet Pepper,Dill",https://www.google.com/search?q=Mediterranean+Chickpea+Salad+site:yummly.com
929,Bulgur Wheat Greek Salad,1800,Salads,Greek,"Flour,Chicken Broth,Tomato,Cucumber,Cheese,Olive,Scallion,Dill,Lemon,Cooking Oil,Salt,Pepper",https://www.google.com/search?q=Bulgur+Wheat+Greek+Salad+site:yummly.com
930,Greek Lamb Chops with Tzatziki Sauce,1200,Main Dishes,Greek,"Lamb,Lemon,Cooking Oil,Garlic,Salt,Pepper,Yogurt,Cucumber,Dill,Salt",https://www.google.com/search?q=Greek+Lamb+Chops+with+Tzatziki+Sauce+site:yummly.com
931,Greek Tomato Bites,2100,Appetizers,Greek,"Cherry,Cucumber,Olive,Cheese,Onion,Basil,Cooking Oil,Vinegar,Pepper",https://www.google.com/search?q=Greek+Tomato+Bites+site:yummly.com
932,Tomato Avocado Cucumber Chick Pea Salad with Feta and Greek Lemon Dressing,1800,Salads,Greek,"Tomato,Chickpea,Cucumber,Avocado,Parsley,Cheese,Cooking Oil,Lemon,Mustard,Garlic,Salt,Basil,Oregano",https://www.google.com/search?q=Tomato+Avocado+Cucumber+Chick+Pea+Salad+with+Feta+and+Greek+Lemon+Dressing+site:yummly.com
933,Greek Potato Hash,2100,Side Dishes,Greek,"Potato,Cooking Oil,Onion,Garlic,Oregano,Salt,Pepper,Cheese,Lemon,Parsley",https://www.google.com/search?q=Greek+Potato+Hash+site:yummly.com
934,Mediterranean Chickpea Salad II,900,Salads,Mediterranean,"Beans,Tomato,Sweet Pepper,Onion,Garlic,Parsley,Cooking Oil,Lemon",https://www.google.com/search?q=Mediterranean+Chickpea+Salad+II+site:yummly.com
935,Mediterranean Pizza,1500,Main Dishes,Mediterranean,"Chicken,Bread,Hummus,Cucumber,Tomato,Olive,Cheese,Parsley",https://www.google.com/search?q=Mediterranean+Pizza+site:yummly.com
936,Mediterranean Chickpea Salad,1200,Salads,Mediterranean,"Cooking Oil,Lemon,Parsley,Oregano,Salt,Pepper,Chickpea,Tomato,Cucumber,Sweet Pepper,Onion,Olive,Cheese",https://www.google.com/search?q=Mediterranean+Chickpea+Salad+site:yummly.com
937,Mediterranean Salmon,1800,Main Dishes,Mediterranean,"Salt,Pepper,Salmon,Cooking Oil,Tomato,Green zucchini,Capers,Cooking Oil,Olive",https://www.google.com/search?q=Mediterranean+Salmon+site:yummly.com
938,One Pot Mediterranean Chicken with Black Olives and Orzo,3000,Main Dishes,Mediterranean,"Chicken,Cooking Oil,Onion,Garlic,Pepper,Pasta,Olive,Oregano,Chickpea,Chicken Stock,Pepper,Salt",https://www.google.com/search?q=One+Pot+Mediterranean+Chicken+with+Black+Olives+and+Orzo+site:yummly.com
939,Butternut Squash Enchilada Casserole,4800,Main Dishes,Mexican,"Butternut squash,Onion,Chili,Chili,Cooking Oil,Cumin,Pepper,Salt,Beans,Coriander,Spinach,Tomato,Tortilla,Cheese",https://www.google.com/search?q=Butternut+Squash+Enchilada+Casserole+site:yummly.com
940,Tomatillo Salsa Verde,600,Condiments and Sauces,Mexican,"Tomatillo,Chili,Garlic,Coriander,Onion,Lime,Salt",https://www.google.com/search?q=Tomatillo+Salsa+Verde+site:yummly.com
941,Loaded Nachos,2700,Appetizers,Mexican,"Cooking Oil,Onion,Beef,Chili,Paprika,Cumin,Pepper,Salt,Pepper,Beans,Water,Tortilla,Cheddar Cheese,Cheese,Tomato,Chili,Coriander,Lime,Avocado,Cream",https://www.google.com/search?q=Loaded+Nachos+site:yummly.com
942,Chicken Enchiladas,4500,Main Dishes,Mexican,"Cooking Oil,Onion,Chili,Salt,Garlic,Chili,Cumin,Sugar,Tomato,Water,Beef,Chicken,Cheddar Cheese,Cheese,Coriander,Tortilla",https://www.google.com/search?q=Chicken+Enchiladas+site:yummly.com
943,Southwestern Egg Rolls with Salsa Dipping Sauce,3900,Appetizers,Southwestern,"Cooking Oil,Cheese,Corn,Beans,Spinach,Chili,Scallion,Cumin,Chili,Pepper,Salt,Egg,Egg,Tomato,Tomato,Garlic,Chili,Coriander,Lime",https://www.google.com/search?q=Southwestern+Egg+Rolls+with+Salsa+Dipping+Sauce+site:yummly.com
944,Easy Guacamole,900,Appetizers,Mexican,"Onion,Chili,Salt,Lime,Avocado,Coriander",https://www.google.com/search?q=Easy+Guacamole+site:yummly.com
945,Stuffed Chicken and Avocado Tortillas,3300,Main Dishes,Mexican,"Cooking Oil,Garlic,Tomato,Lime,Salt,Pepper,Chicken,Avocado,Tortilla,Coriander,Cheddar Cheese,Cheese,Cream,Tortilla",https://www.google.com/search?q=Stuffed+Chicken+and+Avocado+Tortillas+site:yummly.com
946,Amazing Guacamole,900,Appetizers,Mexican,"Avocado,Lime,Tomato,Onion,Garlic,Chili,Lime,Coriander,Salt",https://www.google.com/search?q=Amazing+Guacamole+site:yummly.com
947,Chile con Queso,2100,Appetizers,Mexican,"Butter,Onion,Tomato,Chili,Chili,Garlic,Flour,Cumin,Milk,Coriander,Cheese,Cheese,Cheddar Cheese,Cream,Salt",https://www.google.com/search?q=Chile+con+Queso+site:yummly.com
948,Beef Enchiladas,3300,Main Dishes,Mexican,"Onion,Chili,Garlic,Chili,Cumin,Sugar,Tomato,Water,Tomato,Beef,Cheddar Cheese,Cheese,Tortilla,Cooking Oil,Salt,Pepper",https://www.google.com/search?q=Beef+Enchiladas+site:yummly.com
949,Chile Colorado Burritos,3900,Main Dishes,Kid-Friendly,"Beef,Chili,Beef stock,Beans,Tortilla,Cheddar Cheese",https://www.google.com/search?q=Chile+Colorado+Burritos+site:yummly.com
950,Pork Chile Colorado,6300,Main Dishes,Mexican,"Pork,Chili,Chili,Onion,Garlic,Chicken Stock,Cumin,Pepper,Oregano,Salt,Cooking Oil,Sugar",https://www.google.com/search?q=Pork+Chile+Colorado+site:yummly.com
951,Black Bean and Guac Burritos,1500,Main Dishes,Mexican,"Avocado,Garlic,Onion,Chili,Lime,Salt,Coriander,Tomato,Tortilla,Rice,Beans,Lettuce,Cheese",https://www.google.com/search?q=Black+Bean+and+Guac+Burritos+site:yummly.com
952,Salsa Verde,1500,Condiments and Sauces,Mexican,"Tomatillo,Chili,Garlic,Coriander,Onion,Lime,Salt",https://www.google.com/search?q=Salsa+Verde+site:yummly.com
953,Sweet Potato and Tofu Enchiladas with Mole Sauce,4800,Main Dishes,Mexican,"Cooking Oil,Onion,Garlic,Chili,Sugar,Cinnamon,Clove ,Tomato,Cocoa,Peanut Butter,Broth,Sweet Potato,Cumin,Tofu,Salt,Coriander,Tortilla,Cheese",https://www.google.com/search?q=Sweet+Potato+and+Tofu+Enchiladas+with+Mole+Sauce+site:yummly.com
